citycode,cityname,statecode,countrycode,latitude,longitude,active,searchorigin,searchdestination,wtforigin,wtfdestination
cit,cityName,st,co,(null),(null),(null),(null),(null),(null),(null)
MTQ,Mitchell,QL,AU,-26.583333333333332,147.96666666666667,0,0,0,0,0
MTR,Monteria,,CO,8.823611111111111,-75.82583333333334,1,181020,264977,1213,1141
MTS,Manzini,,SZ,-26.528888888888886,31.3075,1,7220,14742,0,0
MTT,Minatitlan,,MX,18.103333333333335,-94.58055555555555,1,24036,26068,134,162
MTU,Montepuez,,MZ,-13.127777777777778,39.00277777777778,0,0,0,0,0
MTV,Mota Lava,,VU,-13.666111111111112,167.71138888888888,1,5,16,3,3
MTW,Manitowoc,WI,US,44.12916666666667,-87.68277777777779,0,0,0,0,0
MTY,Monterrey,,MX,25.666666666666668,-100.31666666666666,1,1550532,1279818,5560,5061
MTZ,Masada,,IL,31.333333333333332,35.38333333333333,0,0,0,0,0
MUA,Munda,,SB,-8.327222222222222,157.26166666666666,1,291,601,17,16
MUB,Maun,,BW,-19.972499999999997,23.43111111111111,1,8995,19253,190,171
MUC,Munich,,DE,48.35,11.783333333333333,1,10101294,7586727,40124,39255
MUD,Mueda,,MZ,-11.65,39.55,0,0,0,0,0
MUE,Kamuela,HI,US,20.00138888888889,-155.66805555555555,1,6475,9855,10,10
MUF,Muting,,ID,-7.383333333333334,140.33333333333334,0,0,0,0,0
MUG,Mulege,,MX,26.8875,-112.0,0,0,0,0,0
MUH,Mersa Matruh,,EG,31.333333333333332,27.216666666666665,1,0,0,52,42
MUI,Fort Indiantown Gap,PA,US,40.4,-76.66666666666667,0,0,0,0,0
MUJ,Mui,,ET,5.8647222222222215,35.74861111111111,0,0,0,0,0
MUK,Mauke Island,,CK,-20.136388888888888,-157.34583333333333,1,0,0,0,0
MUN,Maturin,,VE,9.749166666666666,-63.15333333333333,1,0,0,19,19
MUO,Mountain Home,ID,US,43.13194444444444,-115.73111111111112,0,0,0,0,0
MUP,Mulga Park,NT,AU,-25.85,131.6,0,0,0,0,0
MUQ,Muccan Station,WA,AU,-20.633333333333333,120.03333333333333,0,0,0,0,0
MUR,Marudi,,MY,4.179444444444445,114.3275,1,4095,19153,72,73
MUS,Minamitorishima,,JP,24.3,153.96666666666667,0,0,0,0,0
MUT,Muscatine,IA,US,41.36638888888889,-91.14611111111111,0,0,0,0,0
MUU,Marau Barra Grande,BA,BR,-13.90611111111111,-38.94083333333333,1,0,0,0,0
MUW,Mascara,,DZ,35.2075,0.1461111111111111,0,0,0,0,0
MUX,Multan,,PK,30.203333333333333,71.41916666666667,1,270297,402423,641,553
MUY,Mouyondzi,,CG,-3.9833333333333334,13.919444444444444,0,0,0,0,0
MUZ,Musoma,,TZ,-1.5,33.8,0,0,0,0,0
MVA,Myvatn,,IS,65.65583333333333,-16.918055555555558,0,0,0,0,0
MVB,Franceville,,GA,-1.656111111111111,13.438055555555556,1,219,272,6,7
MVC,Monroeville,AL,US,31.516666666666666,-87.31666666666666,0,0,0,0,0
MVD,Montevideo,,UY,-34.83833333333334,-56.030833333333334,1,734668,928561,2855,2723
MVE,Montevideo,MN,US,44.95,-95.71666666666667,0,0,0,0,0
MVF,Mossoro,RN,BR,-5.200555555555556,-37.36361111111111,1,1857,1977,301,303
MVG,Mevang,,GA,0.08333333333333333,11.083333333333334,0,0,0,0,0
MVH,Macksville,NS,AU,-30.716666666666665,152.91666666666666,0,0,0,0,0
MVI,Manetai,,PG,-6.0,155.33333333333334,0,0,0,0,0
MVK,Mulka,SA,AU,-28.35,138.65,0,0,0,0,0
MVL,Morrisville/Stowe,VT,US,44.535,-72.61416666666666,0,0,0,0,0
MVM,Kayenta,AZ,US,36.71666666666667,-110.22833333333334,0,0,0,0,0
MVN,Mount Vernon,IL,US,38.31666666666667,-88.86666666666666,0,0,0,0,0
MVO,Mongo,,TD,12.2,18.783333333333335,0,0,0,0,0
MVP,Mitu,,CO,1.253611111111111,-70.23388888888888,1,0,0,5,5
MVQ,Mogilev,,BY,53.95,30.133333333333333,0,0,0,0,0
MVR,Maroua,,CM,10.451388888888888,14.2575,1,0,0,2,1
MVS,Mucuri,BA,BR,-18.083333333333332,-39.56666666666667,0,0,0,0,0
MVT,Mataiva,,PF,-14.869722222222222,-148.71305555555554,1,18,37,41,38
MVU,Musgrave,QL,AU,-14.166666666666666,143.68333333333334,0,0,0,0,0
MVV,Megeve,,FR,45.82083333333334,6.652222222222223,0,0,0,0,0
MVW,Burlington/Mt Vernon,WA,US,48.416666666666664,-122.33333333333333,0,0,0,0,0
MVX,Minvoul,,GA,2.15,12.133333333333333,0,0,0,0,0
MVY,Martha's Vineyard,MA,US,41.39333333333333,-70.6125,1,22067,19231,558,489
MVZ,Masvingo,,ZW,-20.05527777777778,30.859166666666667,0,0,0,0,0
MWA,Marion,IL,US,37.75138888888889,-89.01666666666667,1,7131,4784,12,10
MWB,Morawa,WA,AU,-29.204166666666666,116.0225,0,0,0,0,0
MWD,Mianwali,,PK,32.583333333333336,71.55,0,0,0,0,0
MWE,Merowe,,SD,18.4425,31.843333333333334,0,0,0,0,0
MWF,Maewo,,VU,-14.997777777777777,168.08166666666665,1,1,192,1,1
MWG,Marawaka,,PG,-6.966666666666667,145.9,0,0,0,0,0
MWH,Moses Lake,WA,US,47.20472222222222,-119.31666666666666,0,0,0,0,0
MWI,Maramuni,,PG,-5.15,143.48333333333332,0,0,0,0,0
MWJ,Matthews Ridge,,GY,7.488333333333333,-60.184999999999995,0,0,0,0,0
MWK,Matak,,ID,3.3,106.26555555555555,1,0,0,0,0
MWL,Mineral Wells,TX,US,32.78333333333333,-98.06666666666666,0,0,0,0,0
MWM,Windom,MN,US,43.916666666666664,-95.1,0,0,0,0,0
MWN,Mwadui,,TZ,-3.55,33.6,0,0,0,0,0
MWO,Middletown,OH,US,39.5,-84.38333333333334,0,0,0,0,0
MWP,Mountain,,NP,28.0,85.33333333333333,0,0,0,0,0
MWQ,Magway,,MM,20.15361111111111,94.96861111111112,0,0,0,0,0
MWR,Motswari,,ZA,-24.2,31.4,0,0,0,0,0
MWS,Morowali,,ID,-2.8008333333333333,122.14305555555556,1,0,0,0,0
MWT,Moolawatana,SA,AU,-29.916666666666668,139.71666666666667,0,0,0,0,0
MWU,Mussau,,PG,-1.5,149.66666666666666,0,0,0,0,0
MWV,Mondulkiri,,KH,12.460555555555555,107.19083333333333,0,0,0,0,0
MWX,Muan,,KR,34.99138888888889,126.38277777777778,1,61,60,9,9
MWY,Miranda Downs,QL,AU,-17.366666666666667,141.86666666666667,0,0,0,0,0
MWZ,Mwanza,,TZ,-2.4444444444444446,32.93277777777777,1,64095,60301,55,56
MXA,Manila,AR,US,35.88333333333333,-90.15,0,0,0,0,0
MXB,Masamba,,ID,-2.533333333333333,120.33333333333333,0,0,0,0,0
MXC,Monticello,UT,US,37.86666666666667,-109.35,0,0,0,0,0
MXD,Marion Downs,QL,AU,-23.5,139.66666666666666,0,0,0,0,0
MXE,Laurinburg/Maxton,NC,US,34.733333333333334,-79.35,0,0,0,0,0
MXG,Marlborough,MA,US,42.333333333333336,-71.55,0,0,0,0,0
MXH,Moro,,PG,-6.362777777777778,143.23111111111112,1,3,4,1,1
MXI,Mati,,PH,6.95,126.21666666666667,0,0,0,0,0
MXJ,Minna,,NG,9.616666666666667,6.533333333333333,0,0,0,0,0
MXK,Mindik,,PG,-6.4719444444444445,147.44111111111113,0,0,0,0,0
MXL,Mexicali,,MX,32.63055555555555,-115.24166666666667,1,147992,140193,686,466
MXM,Morombe,,MG,-21.75138888888889,43.37638888888889,0,0,0,0,0
MXN,Morlaix,,FR,48.60444444444445,-3.814722222222222,0,0,0,0,0
MXO,Monticello,IA,US,42.233333333333334,-91.18333333333334,0,0,0,0,0
MXQ,Cairu,BA,BR,-13.389444444444443,-38.91,1,0,0,20,21
MXR,Myrhorod,,UA,49.96666666666667,33.6,0,0,0,0,0
MXS,Maota Savail Is,,WS,-13.742777777777777,-172.25833333333333,0,0,0,0,0
MXT,Maintirano,,MG,-18.050833333333333,44.032222222222224,0,0,0,0,0
MXU,Mullewa,WA,AU,-28.55,115.51666666666667,0,0,0,0,0
MXV,Moron,,MN,49.663333333333334,100.09944444444444,1,0,0,4,5
MXW,Mandalgovi,,MN,45.766666666666666,106.28333333333333,0,0,0,0,0
MXX,Mora,,SE,60.95777777777778,14.511388888888888,1,379,453,61,61
MXY,McCarthy,AK,US,61.416666666666664,-142.91666666666666,1,0,0,0,0
MXZ,Meixian,,CN,24.264166666666668,116.09833333333333,1,2030,4093,37,37
MYA,Moruya,NS,AU,-35.89833333333333,150.1461111111111,1,1709,1940,7,11
MYB,Mayumba,,GA,-3.45,10.683333333333334,0,0,0,0,0
MYC,Maracay,,VE,10.25,-67.64944444444446,0,0,0,0,0
MYD,Malindi,,KE,-3.229166666666667,40.10166666666667,1,5024,11472,56,158
MYE,Miyakejima,,JP,34.07361111111111,139.5602777777778,1,0,0,0,0
MYG,Mayaguana,,BS,22.379444444444445,-73.01361111111112,1,19,58,19,17
MYH,Marble Canyon,AZ,US,36.81666666666667,-111.65,0,0,0,0,0
MYI,Murray Island,QL,AU,-9.915277777777778,144.05472222222224,1,3,21,89,75
MYJ,Matsuyama,,JP,33.827222222222225,132.69972222222222,1,209020,297280,518,527
MYK,May Creek,AK,US,61.36666666666667,-142.68333333333334,1,0,0,0,0
MYL,McCall,ID,US,44.88972222222222,-116.10222222222221,0,0,0,0,0
MYM,Monkey Mountain,,GY,4.6,-59.63333333333333,0,0,0,0,0
MYN,Marib,,YE,15.483333333333333,45.333333333333336,0,0,0,0,0
MYO,Myroodah Station,WA,AU,-18.2,124.2,0,0,0,0,0
MYP,Mary,,TM,37.62305555555555,61.895833333333336,1,0,0,4,4
MYQ,Mysore,KA,IN,12.231666666666667,76.65722222222223,1,0,0,7,7
MYR,Myrtle Beach,SC,US,33.7,-78.96666666666667,1,414654,379717,2351,2203
MYT,Myitkyina,,MM,25.384166666666665,97.35388888888889,1,6835,7373,100,112
MYU,Mekoryuk,AK,US,60.3725,-166.27166666666668,1,0,0,0,0
MYV,Marysville,CA,US,39.1,-121.56666666666666,1,13,9,0,0
MYW,Mtwara,,TZ,-10.339166666666667,40.181666666666665,1,283,371,7,4
MYX,Menyamya,,PG,-7.2,146.01666666666668,0,0,0,0,0
MYY,Miri,,MY,4.325277777777777,113.98833333333333,1,773610,711283,584,597
MYZ,Monkey Bay,,MW,-14.1,34.916666666666664,0,0,0,0,0
MZA,Mazamari,,PE,-11.325555555555555,-74.53555555555555,1,0,0,1,1
MZB,Mocimboa da Praia,,MZ,-11.36,40.35583333333334,0,0,0,0,0
MZC,Mitzic,,GA,0.7833333333333333,11.566666666666666,0,0,0,0,0
MZD,Mendez,,EC,-2.716666666666667,-78.31666666666666,0,0,0,0,0
MZE,Manatee,,BZ,17.27861111111111,-89.0275,0,0,0,0,0
MZF,Mzamba,,ZA,-31.1,30.166666666666668,0,0,0,0,0
MZG,Magong,,TW,23.56861111111111,119.62833333333333,1,123362,203796,305,309
MZH,Amasya,,TR,40.828611111111115,35.52027777777778,1,9777,15252,39,40
MZI,Mopti,,ML,14.512777777777778,-4.079444444444444,0,0,0,0,0
MZJ,Marana,AZ,US,32.51027777777778,-111.32527777777777,0,0,0,0,0
MZK,Marakei,,KI,2.058611111111111,173.27194444444447,1,0,0,2,2
MZL,Manizales,,CO,5.029722222222222,-75.46472222222222,1,1821,2675,61,55
MZN,Minj,,PG,-5.866666666666667,144.66666666666666,0,0,0,0,0
MZO,Manzanillo,,CU,20.28805555555556,-77.08916666666666,1,2,12,26,6
MZP,Motueka,,NZ,-41.11666666666667,173.0,0,0,0,0,0
MZQ,Mkuze,,ZA,-27.633333333333333,32.05,0,0,0,0,0
MZR,Mazar-e Sharif,,AF,36.706944444444446,67.20944444444444,1,1345,3396,18,16
MZT,Mazatlan,,MX,23.161388888888887,-106.26611111111112,1,244006,421996,1165,964
MZU,Muzaffarpur,BR,IN,26.11861111111111,85.31222222222222,0,0,0,0,0
MZV,Mulu,,MY,4.0505555555555555,114.80916666666667,1,24412,48159,18,18
MZW,Mecheria,,DZ,33.53583333333333,-0.2425,1,23,29,1,1
MZX,Mena,,ET,6.35,39.71666666666667,0,0,0,0,0
MZY,Mossel Bay,,ZA,-34.18333333333333,22.133333333333333,0,0,0,0,0
MZZ,Marion,IN,US,40.483333333333334,-85.68333333333334,0,0,0,0,0
NAA,Narrabri,NS,AU,-30.319166666666668,149.82722222222222,1,749,631,39,40
NAC,Naracoorte,SA,AU,-36.980555555555554,140.72333333333333,0,0,0,0,0
NAD,Macanal,,CO,2.5666666666666664,-67.58333333333333,0,0,0,0,0
NAE,Natitingou,,BJ,10.316666666666666,1.3666666666666667,0,0,0,0,0
NAF,Banaina,,ID,2.75,117.05,0,0,0,0,0
NAG,Nagpur,MH,IN,21.092222222222222,79.04722222222222,1,779080,736148,274,257
NAH,Tahuna,,ID,3.6833333333333336,125.52805555555555,1,0,0,2,2
NAI,Annai,,GY,3.9594444444444448,-59.12444444444444,0,0,0,0,0
NAJ,Nakchivan,,AZ,39.18888888888888,45.458333333333336,1,1953,5152,29,27
NAK,Nakhon Ratchasima,,TH,14.949722222222222,102.31305555555555,0,0,0,0,0
NAL,Nalchik,,RU,43.51277777777778,43.63666666666666,0,0,0,0,0
NAM,Namlea,,ID,-3.2372222222222224,127.10027777777778,1,0,0,3,1
NAN,Nadi,,FJ,-17.755,177.44361111111112,1,1030484,1572641,5082,5176
NAO,Nanchong,,CN,30.79388888888889,106.15972222222223,1,4869,9028,200,196
NAP,Naples,,IT,40.88333333333333,14.283333333333333,1,3855232,3104206,14027,14399
NAQ,Qaanaaq,,GL,77.48861111111111,-69.38777777777779,1,0,0,67,37
NAR,Puerto Nare,,CO,6.2,-74.61666666666666,0,0,0,0,0
NAS,Nassau,,BS,25.03888888888889,-77.46611111111112,1,483224,852635,2569,2237
NAT,Natal,RN,BR,-5.768055555555556,-35.376111111111115,1,568610,658617,2937,2570
NAU,Napuka,,PF,-14.176944444444445,-141.26722222222224,1,0,1,30,16
NAV,Nevsehir,,TR,38.77194444444444,34.53444444444444,1,144146,289003,68,72
NAW,Narathiwat,,TH,6.523333333333333,101.74472222222222,1,171169,186404,6,6
NAZ,Star Harbour,,SB,-10.655555555555557,162.20583333333332,0,0,0,0,0
NBA,Nambaiyufa,,PG,-6.25,145.23333333333332,0,0,0,0,0
NBB,Barranco Minas,,CO,3.3333333333333335,-70.33333333333333,0,0,0,0,0
NBC,Nizhnekamsk,,RU,55.56666666666667,52.1,1,1874,2212,39,35
NBE,Enfidha,,TN,36.07555555555556,10.438333333333334,1,6377,6958,1544,1619
NBH,Nambucca Heads,NS,AU,-30.65,153.0,0,0,0,0,0
NBJ,Luanda,,AO,-9.045833333333333,13.490555555555554,0,0,0,0,0
NBL,San Blas,,PA,9.466666666666667,-79.0,0,0,0,0,0
NBN,Annobon,,GQ,-1.4094444444444443,5.621944444444445,0,0,0,0,0
NBO,Nairobi,,KE,-1.3166666666666667,36.93333333333333,1,2235322,3022278,7642,7770
NBS,Baishan,,CN,42.065,127.60249999999999,1,2961,8750,226,235
NBW,Guantanamo,,CU,19.906666666666666,-75.20527777777778,1,0,0,0,0
NBX,Nabire,,ID,-3.3680555555555562,135.49666666666664,1,0,0,12,21
NCA,North Caicos,,TC,21.884166666666665,-71.93944444444445,0,0,0,0,0
NCE,Nice,,FR,43.665277777777774,7.215,1,3017161,2711230,25748,26137
NCG,Nuevo Casas Grandes,,MX,30.516666666666666,-107.98333333333333,0,0,0,0,0
NCH,Nachingwea,,TZ,-10.366666666666667,38.8,0,0,0,0,0
NCI,Necocli,,CO,8.45,-76.78333333333333,0,0,0,0,0
NCJ,Sunchales,SF,AR,-30.95777777777778,-61.525,0,0,0,0,0
NCL,Newcastle,,GB,55.0375,-1.6916666666666667,1,1225520,699608,6978,7613
NCN,Chenega,AK,US,60.07944444444445,-147.99499999999998,1,0,0,3,3
NCO,North Kingstown,RI,US,41.59722222222222,-71.41222222222223,0,0,0,0,0
NCR,San Carlos,,NI,11.136111111111111,-84.76861111111111,0,0,0,0,0
NCS,Newcastle,,ZA,-27.75,30.0,0,0,0,0,0
NCT,Nicoya,,CR,10.2,-85.46666666666667,0,0,0,0,0
NCU,Nukus,,UZ,42.486666666666665,59.62277777777778,1,40348,97813,36,19
NCY,Annecy,,FR,45.93083333333333,6.106388888888889,1,0,0,0,0
NDA,Banda Island,,ID,-4.533333333333333,129.9,0,0,0,0,0
NDB,Nouadhibou,,MR,20.93305555555556,-17.029999999999998,1,229,165,7,7
NDC,Nanded,MH,IN,19.181944444444447,77.32277777777777,0,0,0,0,0
NDD,Sumbe,,AO,-11.166666666666666,13.866666666666667,0,0,0,0,0
NDE,Mandera,,KE,3.934166666666667,41.84444444444445,1,0,0,0,0
NDF,N'dalatando,,AO,-9.333333333333334,14.833333333333334,0,0,0,0,0
NDG,Qiqihar,,CN,47.23972222222222,123.91805555555555,1,5287,8229,124,118
NDI,Namudi,,PG,-9.45,148.23333333333332,0,0,0,0,0
NDJ,N'Djamena,,TD,12.13361111111111,15.033888888888889,1,110987,143087,194,166
NDK,Namdrik Island,,MH,5.633055555555556,168.12444444444446,1,0,0,1,1
NDL,Ndele,,CF,8.4,20.65,0,0,0,0,0
NDM,Mendi,,ET,9.766666666666667,35.1,0,0,0,0,0
NDN,Nadunumu,,PG,-9.133333333333333,147.68333333333334,0,0,0,0,0
NDR,Nador,,MA,34.98888888888889,-3.0283333333333333,1,72894,123708,528,506
NDS,Sandstone,WA,AU,-28.0,119.25,0,0,0,0,0
NDU,Rundu,,NA,-17.95611111111111,19.722777777777775,1,54,90,1,1
NDY,Sanday,,GB,59.250277777777775,-2.5749999999999997,0,0,0,0,0
NEC,Necochea,BA,AR,-38.48888888888889,-58.81583333333333,0,0,0,0,0
NEF,Neftekamsk,,RU,56.1,54.35,0,0,0,0,0
NEG,Negril,,JM,18.308333333333334,-78.33333333333333,0,32,186,0,0
NEI,Terney,,RU,45.08305555555556,136.59055555555557,1,0,0,4,3
NEJ,Nejo,,ET,9.5,35.46666666666667,0,0,0,0,0
NEK,Nekemte,,ET,9.033333333333333,36.583333333333336,0,0,0,0,0
NEL,Lakehurst,NJ,US,40.016666666666666,-74.31666666666666,0,0,0,0,0
NER,Neryungri,,RU,56.91138888888889,124.90305555555557,1,7672,2466,69,74
NEU,Sam Neua,,LA,20.41861111111111,104.0675,1,156,1311,7,7
NEV,Nevis,,KN,17.205555555555556,-62.59,1,3314,5247,31,26
NFG,Nefteyugansk,,RU,61.13333333333333,73.05,0,0,0,0,0
NFL,Fallon,NV,US,39.46666666666667,-118.78333333333333,1,0,0,0,0
NFO,Niuafo'ou,,TO,-15.570833333333333,-175.62916666666666,0,0,0,0,0
NFR,Nafoora,,LY,29.216666666666665,21.583333333333332,0,0,0,0,0
NGA,Young,NS,AU,-34.25,148.25,0,0,0,0,0
NGB,Ningbo,,CN,29.826666666666668,121.46194444444444,1,1307596,1221448,1687,1658
NGD,Anegada,,VG,18.733333333333334,-64.31666666666666,0,0,27,0,0
NGE,Ngaoundere,,CM,7.356944444444444,13.559166666666668,1,0,0,5,5
NGF,Kaneohe Bay,HI,US,21.45138888888889,-157.76722222222224,0,0,1,0,0
NGI,Gau Island,,FJ,-18.115555555555556,179.33972222222224,1,0,0,0,0
NGK,Nogliki,,RU,51.781666666666666,143.14,1,0,0,2,2
NGL,Ngala,,ZA,-24.390833333333333,31.32777777777778,0,0,0,0,0
NGN,Nargana,,PA,9.066666666666666,-78.01666666666667,0,0,0,0,0
NGO,Nagoya,,JP,35.13333333333333,136.88333333333333,1,4087487,4147940,1926,1889
NGQ,Shiquande,,CN,32.099722222222226,80.05333333333333,1,37,20,30,27
NGR,Ningerum,,PG,-5.666666666666667,141.11666666666667,0,0,0,0,0
NGS,Nagasaki,,JP,32.75055555555556,129.8777777777778,1,208725,223211,712,760
NGX,Manang,,NP,28.633333333333333,84.0,0,0,0,0,0
NHA,Nha Trang,,VN,12.25,109.16666666666667,1,1466044,2178681,1675,1769
NHF,New Halfa,,SD,15.35,35.733333333333334,0,0,0,0,0
NHK,Patuxent River,MD,US,38.28333333333333,-76.41666666666667,0,0,0,0,0
NHS,Nushki,,PK,29.55,66.0,0,0,0,0,0
NHT,Northolt,,GB,51.55305555555555,-0.41833333333333333,0,0,0,0,0
NHV,Nuku Hiva,,PF,-8.795555555555556,-140.2288888888889,1,775,1212,169,157
NHX,Foley,AL,US,30.416666666666668,-87.68333333333334,0,0,0,0,0
NHZ,Brunswick,ME,US,43.89361111111111,-69.93777777777778,0,0,0,0,0
NIA,Nimba,,LR,7.5,-8.583333333333334,0,0,0,0,0
NIB,Nikolai,AK,US,63.01722222222222,-154.36555555555555,1,0,0,3,3
NIC,Nicosia,,CY,35.15,33.266666666666666,0,0,0,0,0
NIF,Nifty,WA,AU,-21.67361111111111,121.5961111111111,0,0,0,0,0
NIG,Nikunau,,KI,-1.3144444444444445,176.41083333333333,1,0,0,4,4
NIK,Niokolo-Koba,,SN,13.075,-12.716666666666667,0,0,0,0,0
NIM,Niamey,,NE,13.481111111111112,2.1766666666666663,1,79748,54391,159,162
NIN,Ninilchik,AK,US,60.05,-151.66666666666666,0,0,0,0,0
NIO,Nioki,,CD,-2.716666666666667,17.683333333333334,1,0,0,0,0
NIQ,Niaqornat,,GL,70.78944444444444,-53.66305555555555,1,0,0,0,0
NIR,Beeville,TX,US,28.4,-97.75,0,0,0,0,0
NIS,Simberi Island,,PG,-2.6666666666666665,152.0,0,0,0,0,0
NIT,Niort,,FR,46.31333333333333,-0.3944444444444445,0,0,0,0,0
NIU,Niau,,PF,-16.120833333333334,-146.37361111111113,1,3,6,12,6
NIX,Nioro du Sahel,,ML,15.23611111111111,-9.583333333333334,0,0,0,0,0
NJA,Atsugi,,JP,35.45,139.45,0,0,0,0,0
NJC,Nizhnevartovsk,,RU,60.94916666666666,76.48361111111112,1,27076,13435,96,85
NJF,Al Najaf,,IQ,31.989722222222223,44.40416666666667,1,52482,83996,303,277
NJJ,Heihe,,CN,49.23638888888889,125.33722222222222,0,0,0,0,0
NKA,Nkan,,GA,0.7,9.983333333333333,0,0,0,0,0
NKB,Noonkanbah,WA,AU,-18.5,124.83333333333333,0,0,0,0,0
NKC,Nouakchott,,MR,18.097777777777775,-15.948055555555555,1,94896,170651,280,275
NKD,Sinak,,ID,-3.8333333333333335,137.85,0,0,0,0,0
NKG,Nanjing,,CN,31.741944444444446,118.86194444444443,1,3418990,3115743,4233,4213
NKI,Naukiti Bay,AK,US,55.855555555555554,-133.18333333333334,1,0,0,3,4
NKL,Kolo,,CD,-5.420833333333333,14.817499999999999,0,0,0,0,0
NKN,Nankina,,PG,-5.833333333333333,146.45,0,0,0,0,0
NKO,Ankokoambo,,MG,-16.583333333333332,44.45,0,0,0,0,0
NKP,Nukutepipi,,PF,-20.453611111111112,-143.52944444444447,0,0,0,0,0
NKS,Nkongsamba,,CM,4.95,9.933333333333334,0,0,0,0,0
NKT,Sirnak,,TR,37.36361111111111,42.06194444444444,1,11313,15874,58,58
NKU,Nkau,,LS,-30.021944444444443,28.196944444444444,0,0,0,0,0
NKY,N'kayi,,CG,-4.222777777777778,13.286666666666667,0,0,0,0,0
NLA,Ndola,,ZM,-12.961944444444443,28.514166666666668,1,43624,82542,1370,1183
NLC,Lemoore,CA,US,36.33277777777778,-119.95194444444445,0,0,0,0,0
NLD,Nuevo Laredo,,MX,27.44388888888889,-99.57055555555556,1,17252,19951,127,78
NLE,Niles,MI,US,41.85,-86.21666666666667,0,0,0,0,0
NLF,Darnley Island,QL,AU,-9.579166666666666,143.7802777777778,1,0,2,21,21
NLG,Nelson Lagoon,AK,US,56.007777777777775,-161.1602777777778,1,0,0,0,0
NLH,Ninglang,,CN,27.540277777777778,100.75916666666667,1,150,266,7,6
NLI,Nikolayevsk-na-Amure,,RU,53.15416666666667,140.65222222222224,1,0,0,14,14
NLK,Norfolk Island,,NF,-29.041666666666668,167.93861111111113,1,3027,7785,28,28
NLL,Nullagine,WA,AU,-21.916666666666668,120.2,0,0,0,0,0
NLN,Arcata/Eureka,CA,US,40.719166666666666,-123.92750000000001,0,0,0,0,0
NLP,Nelspruit,,ZA,-25.5,30.916666666666668,0,14428,19352,0,0
NLS,Nicholson,WA,AU,-18.041666666666668,128.9,0,0,0,0,0
NLT,Xinyuan,,CN,43.43222222222222,83.38222222222221,1,30,69,10,15
NLV,Mykolaiv,,UA,47.05777777777777,31.919722222222223,0,0,0,0,0
NMA,Namangan,,UZ,40.985,71.55694444444444,1,58245,273406,102,87
NMB,Daman,DD,IN,20.416666666666668,72.85,0,0,0,0,0
NMC,Norman's Cay,,BS,24.583333333333332,-76.83333333333333,0,0,0,0,0
NME,Nightmute,AK,US,60.47222222222222,-164.69916666666668,1,0,0,2,2
NMF,Maafaru,,MV,5.8199999999999985,73.47166666666666,1,0,0,10,9
NMG,San Miguel,,PA,8.45,-78.91666666666667,0,0,0,0,0
NML,Fort McMurray Mildred Lake,AB,CA,57.05916666666666,-111.5786111111111,0,0,0,0,0
NMN,Nomane,,PG,-6.316666666666666,145.06666666666666,0,0,0,0,0
NMP,New Moon,QL,AU,-19.203333333333333,145.77194444444447,0,0,0,0,0
NMR,Nappa Merrie,QL,AU,-27.633333333333333,141.08333333333334,0,0,0,0,0
NMS,Nansang,,MM,20.891111111111112,97.735,0,0,0,0,0
NMT,Namtu,,MM,23.083333333333332,97.4,0,0,0,0,0
NNA,Kenitra,,MA,34.25,-6.616666666666667,0,0,0,0,0
NNB,Santa Ana Island,,SB,-10.848333333333334,162.45416666666665,1,5,7,2,3
NND,Nangade,,MZ,-11.083333333333334,39.6,0,0,0,0,0
NNG,Nanning,,CN,22.608333333333334,108.1725,1,1181892,1158499,2270,2361
NNI,Namutoni,,NA,-18.816666666666666,16.916666666666668,0,0,0,0,0
NNK,Naknek,AK,US,58.75,-156.53333333333333,0,0,0,0,0
NNL,Nondalton,AK,US,59.980555555555554,-154.83916666666667,1,0,0,2,1
NNM,Naryan-Mar,,RU,67.64027777777778,53.1225,1,0,0,7,7
NNR,Spiddal,,IE,53.230555555555554,-9.467777777777778,1,0,0,0,0
NNT,Nan,,TH,18.80777777777778,100.78333333333333,1,0,0,20,20
NNU,Nanuque,MG,BR,-17.783333333333335,-40.68333333333333,0,0,0,0,0
NNX,Nunukan,,ID,4.135833333333334,117.66833333333334,0,0,0,0,0
NNY,Nanyang,,CN,32.98111111111111,112.61555555555555,1,13216,19920,122,116
NOA,Nowra,NS,AU,-34.93333333333333,150.56666666666666,0,0,0,0,0
NOB,Nosara,,CR,9.97638888888889,-85.65305555555557,1,194,307,25,26
NOC,Knock,,IE,53.91027777777778,-8.81861111111111,1,51934,70437,177,161
NOD,Norden,,DE,53.63305555555556,7.189444444444445,1,0,0,0,0
NOG,Nogales,,MX,31.22611111111111,-110.97583333333334,0,0,0,0,0
NOI,Novorossiysk,,RU,44.75,37.75,0,0,0,0,0
NOJ,Nojabrsk,,RU,63.183611111111105,75.26888888888888,1,1643,1610,49,56
NOK,Nova Xavantina,MT,BR,-14.691666666666666,-52.35,0,0,0,0,0
NOM,Nomad River,,PG,-6.65,142.11666666666667,0,0,0,0,0
NON,Nonouti,,KI,-0.6397222222222222,174.42805555555555,1,0,0,2,2
NOO,Naoro,,PG,-9.083333333333334,147.03333333333333,0,0,0,0,0
NOP,Sinop,,TR,42.021388888888886,35.0775,1,6375,9527,18,17
NOR,Nordfjordur,,IS,65.13194444444444,-13.746388888888887,0,0,0,0,0
NOS,Nosy-Be,,MG,-13.311944444444444,48.31472222222222,1,21878,52326,201,191
